78964	78965
78964	78966
78964	78985
78964	86237
78964	86238
78964	86239
78964	87873
78964	94560
78964	95068
78964	95551
78964	95552
78964	95580
78964	96070
78964	97354
78964	100181
78964	100697
78956	66244
78956	66281
78956	66909
78956	68156
78956	68946
78956	68947
78956	68948
78956	68949
78956	70622
78956	77284
78956	78952
78956	78953
78956	78954
78956	78955
78956	78957
78956	78958
78956	78959
78956	86237
78956	86238
78956	86239
78956	87865
78956	94560
78956	95068
78956	95551
78956	95552
78956	95580
78956	96070
78956	97347
78956	100181
78956	100697
78963	66244
78963	66281
78963	66909
78963	68550
78963	68946
78963	68947
78963	68948
78963	68949
78963	70629
78963	77284
78963	78961
78963	78962
78963	78964
78963	78965
78963	78966
78963	78987
78963	79001
78963	79041
78963	79066
78963	86237
78963	86238
78963	86239
78963	87872
78963	94560
78963	95068
78963	95551
78963	95552
78963	95580
78963	96070
78963	97353
78963	100181
78963	100697
95068	66244
95068	66281
95068	66909
95068	68946
95068	68947
95068	68948
95068	68949
95068	77284
95068	86237
95068	86238
95068	86239
95068	94560
95068	95551
95068	95552
95068	95580
95068	96070
95068	100181
95068	100697
78968	66244
78968	66281
78968	66909
78968	68946
78968	68947
78968	68948
78968	68949
78968	70634
78968	77284
78968	78967
78968	78969
78968	86237
78968	86238
78968	86239
78968	87877
78968	94560
78968	95068
78968	95551
78968	95552
78968	95580
78968	96070
78968	97358
78968	100181
78968	100697
78965	66244
78965	66281
78965	66909
78965	68462
78965	68946
78965	68947
78965	68948
78965	68949
78965	70631
78965	77284
78965	78961
78965	78962
78965	78963
78965	78964
78965	78966
78965	79004
78965	86237
78965	86238
78965	86239
78965	87874
78965	94560
78965	95068
78965	95551
78965	95552
78965	95580
78965	96070
78965	97355
78965	100181
78965	100697
78957	66244
78957	66281
78957	66909
78957	68742
78957	68946
78957	68947
78957	68948
78957	68949
78957	70623
78957	77284
78957	78952
78957	78953
78957	78954
78957	78955
78957	78956
78957	78958
78957	78959
78957	79607
78957	79660
78957	79699
78957	79702
78957	86237
78957	86238
78957	86239
78957	87866
78957	94560
78957	95068
78957	95551
78957	95552
78957	95580
78957	96070
78957	97348
78957	100181
78957	100697
95580	66244
95580	66281
95580	66909
95580	68946
95580	68947
95580	68948
95580	68949
95580	77284
95580	86237
95580	86238
95580	86239
95580	94560
95580	95068
95580	95551
95580	95552
95580	96070
95580	100181
95580	100697
78966	66244
78966	66281
78966	66909
78966	68474
78966	68946
78966	68947
78966	68948
78966	68949
78966	70632
78966	77284
78966	78961
78966	78962
78966	78963
78966	78964
78966	78965
78966	79022
78966	79054
78966	86237
78966	86238
78966	86239
78966	87875
78966	94560
78966	95068
78966	95551
78966	95552
78966	95580
78966	96070
78966	97356
78966	100181
78966	100697
78959	66244
78959	66281
78959	66909
78959	67650
78959	68946
78959	68947
78959	68948
78959	68949
78959	70625
78959	77284
78959	78952
78959	78953
78959	78954
78959	78955
78959	78956
78959	78957
78959	78958
78959	79008
78959	79311
78959	79377
78959	79742
78959	86237
78959	86238
78959	86239
78959	87868
78959	94560
78959	95068
78959	95551
78959	95552
78959	95580
78959	96070
78959	97350
78959	100181
78959	100697
78954	66244
78954	66281
78954	66909
78954	68546
78954	68946
78954	68947
78954	68948
78954	68949
78954	70620
78954	77284
78954	78952
78954	78953
78954	78955
78954	78956
78954	78957
78954	78958
78954	78959
78954	86237
78954	86238
78954	86239
78954	87863
78954	94560
78954	95068
78954	95551
78954	95552
78954	95580
78954	96070
78954	97345
78954	100181
78954	100697
78952	66244
78952	66281
78952	66909
78952	67668
78952	68946
78952	68947
78952	68948
78952	68949
78952	70618
78952	77284
78952	78953
78952	78954
78952	78955
78952	78956
78952	78957
78952	78958
78952	78959
78952	79070
78952	86237
78952	86238
78952	86239
78952	87861
78952	94560
78952	95068
78952	95551
78952	95552
78952	95580
78952	96070
78952	97343
78952	100181
78952	100697
100697	66244
100697	66281
100697	66909
100697	68946
100697	68947
100697	68948
100697	68949
100697	77284
100697	78961
100697	78962
100697	78963
100697	78964
100697	78965
100697	78966
100697	86237
100697	86238
100697	86239
100697	94560
100697	95068
100697	95551
100697	95552
100697	95580
100697	96070
100697	100181
78967	66244
78967	66281
78967	66909
78967	68946
78967	68947
78967	68948
78967	68949
78967	70633
78967	77284
78967	78968
78967	78969
78967	86237
78967	86238
78967	86239
78967	87876
78967	94560
78967	95068
78967	95551
78967	95552
78967	95580
78967	96070
78967	97357
78967	100181
78967	100697
78958	66244
78958	66281
78958	66909
78958	68742
78958	68946
78958	68947
78958	68948
78958	68949
78958	70624
78958	77284
78958	78952
78958	78953
78958	78954
78958	78955
78958	78956
78958	78957
78958	78959
78958	79607
78958	79660
78958	79699
78958	79702
78958	86237
78958	86238
78958	86239
78958	87867
78958	94560
78958	95068
78958	95551
78958	95552
78958	95580
78958	96070
78958	97349
78958	100181
78958	100697
78955	66244
78955	66281
78955	66909
78955	67691
78955	68946
78955	68947
78955	68948
78955	68949
78955	70621
78955	77284
78955	78952
78955	78953
78955	78954
78955	78956
78955	78957
78955	78958
78955	78959
78955	79011
78955	79484
78955	79978
78955	86237
78955	86238
78955	86239
78955	87864
78955	94560
78955	95068
78955	95551
78955	95552
78955	95580
78955	96070
78955	97346
78955	100181
78955	100697
100181	66244
100181	66281
100181	66909
100181	68946
100181	68947
100181	68948
100181	68949
100181	77284
100181	78967
100181	78968
100181	78969
100181	86237
100181	86238
100181	86239
100181	94560
100181	95068
100181	95551
100181	95552
100181	95580
100181	96070
100181	100697
78961	66244
78961	66281
78961	66909
78961	67757
78961	68946
78961	68947
78961	68948
78961	68949
78961	70627
78961	77284
78961	78962
78961	78963
78961	78964
78961	78965
78961	78966
78961	78983
78961	79000
78961	79038
78961	79052
78961	86237
78961	86238
78961	86239
78961	87870
78961	94560
78961	95068
78961	95551
78961	95552
78961	95580
78961	96070
78961	97351
78961	100181
78961	100697
78953	66244
78953	66281
78953	66909
78953	68164
78953	68946
78953	68947
78953	68948
78953	68949
78953	70619
78953	77284
78953	78952
78953	78954
78953	78955
78953	78956
78953	78957
78953	78958
78953	78959
78953	86237
78953	86238
78953	86239
78953	87862
78953	94560
78953	95068
78953	95551
78953	95552
78953	95580
78953	96070
78953	97344
78953	100181
78953	100697
66282	66244
66282	66280
66282	66909
66282	68946
66282	68947
66282	68948
66282	68949
66282	77284
66282	83558
66282	83560
66282	83561
66282	83562
66282	83563
66282	83564
66282	83565
66282	83566
66282	83567
66282	83568
66282	83569
66282	83571
66282	83572
66282	86237
66282	86238
66282	86239
66282	94561
66282	95069
66282	95551
66282	95552
66282	95581
66282	96069
66282	96070
66282	99667
66282	100182
66282	100698
83567	66244
83567	66282
83567	66909
83567	68499
83567	68946
83567	68947
83567	68948
83567	68949
83567	74634
83567	77284
83567	82714
83567	83024
83567	83244
83567	83306
83567	83562
83567	83563
83567	83564
83567	83565
83567	83566
83567	86237
83567	86238
83567	86239
83567	91881
83567	94561
83567	95069
83567	95551
83567	95552
83567	95581
